employee_id,name,age,gender,department,jobrole,education,maritalstatus,monthlyincome,yearsatcompany,overtime,performancerating,attrition,dateofhire,dateofexit
8939,Leah Miller,55.0,Male,Hr,Analyst,Phd,Married,8814.0,11,No,3,Yes,,
4009,Julie Lamb,24.0,Female,Finance,Analyst,High School,Divorced,10745.0,4,Yes,3,No,2015-04-01,
4629,Alexandra Smith,57.0,Female,R&D,Analyst,Phd,Married,6375.0,4,Yes,3,Yes,,
9030,Christopher Kennedy,27.0,Male,Finance,Manager,Bachelor,Divorced,5245.0,9,No,5,Yes,,
5443,Sarah Larson,39.0,Female,It,Consultant,High School,Divorced,13723.0,0,No,3,No,,
2999,Melinda Nguyen,46.0,Female,Sales,Executive,High School,Married,10504.0,14,No,3,No,,
1899,Benjamin Hines,54.0,Female,R&D,Engineer,High School,Single,10833.0,12,No,4,No,,
4416,Melissa Williams,22.0,Male,R&D,Engineer,Master,Married,7626.0,9,Yes,2,No,2020-11-10,
7907,Matthew West,20.0,Male,Finance,Analyst,High School,Divorced,14612.0,14,Yes,5,Yes,,
2125,David Parks,40.0,Female,Sales,Analyst,High School,Divorced,5317.0,1,Yes,3,No,,2015-12-31
9805,Justin Clark II,36.0,Male,Hr,Engineer,Bachelor,Divorced,10694.0,1,Yes,2,No,,
2601,John Sanchez,41.0,Male,Sales,Engineer,Bachelor,Divorced,10443.0,3,Yes,4,No,,
9279,Ashley Patel,40.0,Male,Hr,Analyst,Phd,Single,14589.0,3,No,5,No,,
9373,Dean Norris,26.0,Female,R&D,Analyst,Bachelor,Single,12316.0,13,No,3,No,,
7735,Nancy Moyer,54.0,Female,Sales,Consultant,Master,Single,7543.0,3,Yes,1,Yes,,
8301,Kyle Walker,43.0,Male,It,Analyst,High School,Divorced,11567.0,13,Yes,2,No,,
3727,Charles Lynch,52.0,Male,It,Engineer,Phd,Single,7552.0,0,No,2,No,,
3009,Richard Mills,58.0,Female,It,Manager,Bachelor,Married,7988.0,8,Yes,1,Yes,,
1857,Jose Roth,41.0,Female,It,Executive,Phd,Divorced,8274.0,13,No,5,No,,
9096,Brandon Price,23.0,Male,Hr,Engineer,Phd,Single,2640.0,14,No,3,No,2024-02-03,
2353,Margaret Combs,50.0,Female,Hr,Analyst,High School,Married,5055.0,12,Yes,2,Yes,,
3508,Amy Stewart,34.0,Male,R&D,Executive,Bachelor,Divorced,7615.0,7,Yes,4,Yes,2016-06-10,
2879,Kimberly Nicholson,25.0,Male,R&D,Executive,Master,Divorced,4603.0,11,No,2,Yes,,
4309,Dana Washington,54.0,Male,It,Executive,Master,Single,8736.0,9,No,1,Yes,,
8754,Kimberly Ramsey MD,48.0,Male,Finance,Analyst,Bachelor,Married,8814.0,2,Yes,2,No,,
2038,Samantha Gallegos,20.0,Male,Sales,Engineer,Phd,Single,11802.0,8,Yes,1,Yes,,
5965,Mark Fleming,40.0,Female,R&D,Engineer,Phd,Single,5956.0,8,Yes,1,No,,
4716,Randall Fowler,37.0,Male,Sales,Engineer,Bachelor,Married,13041.0,5,Yes,5,No,,
3355,Evan Robinson,46.0,Male,Hr,Engineer,Master,Single,4954.0,10,No,1,No,,
4704,Maureen Harris,26.0,Male,It,Executive,High School,Married,13626.0,12,No,2,No,,
5587,Jacob Glover,57.0,Female,R&D,Engineer,High School,Married,13882.0,1,Yes,2,Yes,,
3294,Nicholas Figueroa,31.0,Female,Sales,Executive,High School,Single,8814.0,10,No,2,No,2015-12-10,
8141,Nicholas Arnold,43.0,Male,Sales,Executive,High School,Married,14136.0,10,Yes,5,No,,
3504,Tara Bush,44.0,Female,It,Technician,High School,Divorced,8788.0,9,Yes,1,Yes,,
2864,Jeffrey Saunders,48.0,Male,R&D,Analyst,High School,Single,4620.0,10,No,1,Yes,,
2061,Raymond Brown,24.0,Male,Finance,Engineer,Phd,Single,14719.0,0,Yes,5,Yes,,2010-11-20
6420,Bradley Walker,21.0,Male,It,Technician,High School,Single,3997.0,1,Yes,4,No,2018-09-05,
2300,Lisa Brown,47.0,Female,Sales,Executive,Bachelor,Married,7916.0,7,Yes,3,No,2014-11-05,
6683,William Hicks,57.0,Female,Sales,Executive,Bachelor,Divorced,13666.0,9,Yes,2,Yes,,
4638,Scott Johnson,32.0,Female,Hr,Engineer,Master,Single,14729.0,3,Yes,2,Yes,,
1200,Haley Rhodes,28.0,Female,Sales,Executive,Phd,Single,9417.0,5,Yes,3,No,2012-04-06,
2104,Kelly Greene,32.0,Male,Sales,Engineer,High School,Married,8814.0,0,No,4,No,,
7605,Laura West,53.0,Female,Hr,Executive,Master,Married,7219.0,3,Yes,4,Yes,,
9476,Katherine Freeman,35.0,Female,Hr,Manager,Bachelor,Single,3386.0,12,Yes,2,No,,
9470,James Miller,47.0,Male,Sales,Executive,High School,Single,8814.0,2,Yes,5,Yes,,
8987,Samantha Nelson,36.0,Female,R&D,Consultant,Master,Married,8814.0,4,Yes,5,No,,
9437,Adam Bryant,48.0,Male,Sales,Analyst,Phd,Single,7058.0,1,No,4,No,,2012-09-18
2037,Christian Ponce,39.0,Male,It,Consultant,High School,Divorced,14204.0,2,No,5,No,,
2623,Robert Carroll,33.0,Female,Sales,Executive,High School,Married,12445.0,1,Yes,4,Yes,,2022-07-30
6970,Drew King,38.0,Female,Hr,Manager,High School,Divorced,12738.0,3,Yes,2,Yes,,
1949,Dr. Elijah Garcia,57.0,Female,Hr,Technician,Master,Single,8814.0,12,Yes,2,Yes,2013-07-04,
3926,Colin Wilson,22.0,Female,It,Engineer,Master,Single,6747.0,2,No,5,Yes,,
9932,Bryan Murray,40.0,Male,Sales,Engineer,Bachelor,Married,7603.0,5,Yes,4,Yes,,2016-06-03
2420,Kathleen Fisher,29.0,Female,Finance,Executive,High School,Divorced,14288.0,11,No,1,No,,
8333,Priscilla Shepherd,52.0,Female,Finance,Manager,Bachelor,Married,4841.0,12,No,5,Yes,,
4126,Laura Dixon,23.0,Male,R&D,Technician,High School,Married,9840.0,14,No,3,Yes,,2026-11-29
2555,Todd Fisher,50.0,Female,It,Analyst,Phd,Divorced,10061.0,9,Yes,4,No,,
2213,Karen Scott,34.0,Male,Sales,Technician,Bachelor,Single,5261.0,2,Yes,1,Yes,,
3554,Tyler King,42.0,Female,Finance,Consultant,Bachelor,Single,3650.0,9,Yes,2,No,,
4766,Mario Fields,44.0,Female,It,Engineer,Master,Divorced,8254.0,3,Yes,4,No,,
4740,Erin Medina,42.0,Male,It,Executive,Phd,Divorced,11331.0,6,Yes,3,Yes,,
1385,Sara Hayes,22.0,Male,Sales,Executive,Bachelor,Single,5908.0,3,Yes,1,Yes,,
1457,John White,42.0,Male,Sales,Engineer,Bachelor,Single,12283.0,7,Yes,2,No,,
8946,Jeanette Walters,26.0,Male,It,Technician,Bachelor,Single,2958.0,3,No,3,No,,
6092,Amber Lawson,59.0,Male,Finance,Consultant,High School,Divorced,11301.0,10,Yes,1,Yes,,
4049,Carolyn Wolf DVM,33.0,Male,Hr,Manager,Master,Divorced,8615.0,8,Yes,2,Yes,,
5561,Michael Peterson,41.0,Male,Hr,Analyst,Phd,Married,11101.0,5,No,5,Yes,2022-05-09,
4924,Mrs. Valerie Baxter,47.0,Male,Finance,Manager,High School,Single,9678.0,9,No,5,No,,2022-05-26
2313,Paula Rose,23.0,Female,R&D,Analyst,Phd,Married,5145.0,0,Yes,4,Yes,,
9598,Tonya Reynolds,59.0,Female,It,Manager,Phd,Single,9129.0,1,No,5,Yes,,
8064,Ashley Hughes,58.0,Female,It,Consultant,High School,Divorced,4470.0,2,Yes,3,No,,
9904,Kimberly Thomas,37.0,Female,It,Manager,Phd,Single,4316.0,2,Yes,5,Yes,,
7235,Adrienne Dalton,41.0,Female,It,Consultant,Bachelor,Married,2890.0,4,No,3,Yes,2020-06-03,2024-03-06
1354,Rebecca Lynch,39.0,Female,Sales,Technician,High School,Divorced,5134.0,4,Yes,3,No,,
5254,Trevor Barnes,58.0,Male,Finance,Technician,Master,Single,5773.0,3,No,3,No,,
4275,Sophia Bender,46.0,Female,R&D,Technician,Bachelor,Divorced,8814.0,4,Yes,4,No,,
5065,Christopher Lyons,24.0,Male,R&D,Engineer,Master,Divorced,12809.0,8,Yes,1,Yes,2015-07-02,
8765,Nancy Hubbard,39.0,Male,Finance,Engineer,Bachelor,Single,3302.0,14,Yes,1,No,2024-07-04,
4873,Julian Herrera,26.0,Female,Finance,Manager,Phd,Single,3217.0,2,Yes,2,Yes,,
5232,Briana Yates,59.0,Female,Hr,Technician,Phd,Single,3096.0,0,No,2,No,,
8015,Briana Hines,39.0,Male,Sales,Analyst,High School,Married,9119.0,9,No,2,No,,
6692,William Shelton,40.0,Male,Sales,Executive,Master,Divorced,4233.0,5,No,4,No,,2025-04-29
4762,Clarence Jimenez,26.0,Female,R&D,Manager,High School,Single,10892.0,11,Yes,5,Yes,2022-11-02,
5504,Tanya Greene,40.0,Female,Finance,Executive,Bachelor,Single,3195.0,7,No,5,No,,
2610,Darrell Hampton,40.0,Female,Finance,Analyst,Master,Divorced,12333.0,5,No,4,Yes,,
8519,Justin Monroe,52.0,Female,Finance,Technician,Phd,Single,12379.0,6,No,3,Yes,,
7144,Larry Hodge,21.0,Female,R&D,Consultant,Master,Married,7943.0,1,No,4,No,,
5472,Kimberly White,40.0,Female,R&D,Engineer,Master,Married,12390.0,0,Yes,4,Yes,,
2836,Jeffrey Price,51.0,Female,It,Executive,High School,Single,8547.0,1,Yes,5,Yes,2025-05-10,
6258,Ashley Taylor,39.0,Male,Hr,Executive,Bachelor,Married,3228.0,13,Yes,2,No,,
6743,Douglas Harrison,50.0,Female,It,Executive,Master,Divorced,9495.0,6,No,5,Yes,,2023-04-10
7363,Scott Marsh,53.0,Male,Sales,Consultant,Bachelor,Single,8131.0,9,Yes,3,No,,
7268,Heather Morales,28.0,Male,Finance,Consultant,Master,Single,14966.0,7,Yes,4,Yes,,
2327,Darren Foster,43.0,Female,Sales,Technician,Bachelor,Divorced,8814.0,14,Yes,4,Yes,,
3680,Kimberly Conway,40.0,Male,Finance,Manager,Master,Single,11299.0,12,Yes,4,Yes,,
8759,Michelle Knight,31.0,Female,Hr,Analyst,Master,Married,14184.0,5,Yes,2,Yes,,
4832,Cheryl Moore,37.0,Female,Hr,Engineer,Master,Single,5726.0,10,No,5,Yes,,2029-09-20
5611,Taylor Burton,55.0,Male,Finance,Executive,Bachelor,Married,6786.0,9,Yes,2,Yes,,
4694,Nicole Tyler,56.0,Male,Sales,Technician,Master,Single,5939.0,8,No,1,No,,
3581,David Blake,28.0,Male,Hr,Analyst,Master,Divorced,4968.0,11,Yes,2,No,,
5464,Robin Williams,36.0,Male,Hr,Manager,Phd,Married,5441.0,6,Yes,2,Yes,,
2210,Daniel Soto,23.0,Female,Hr,Manager,Bachelor,Married,8814.0,8,Yes,4,Yes,2012-07-04,
1902,Mrs. Danielle Evans,57.0,Female,Hr,Engineer,Phd,Divorced,8852.0,5,Yes,4,No,,
4645,Margaret Cervantes,27.0,Female,Sales,Executive,Bachelor,Married,9721.0,14,No,3,No,,
8423,Robert Pennington,36.0,Female,Sales,Analyst,Bachelor,Divorced,13114.0,7,Yes,4,Yes,2023-04-01,
5812,Christine Kelly,56.0,Male,Hr,Manager,High School,Single,8814.0,3,Yes,4,Yes,,
8625,David Williams,20.0,Male,It,Manager,Bachelor,Married,10610.0,2,No,3,Yes,,
1135,Amanda Rose,24.0,Male,Hr,Analyst,High School,Single,8528.0,8,Yes,1,No,2017-10-04,
4638,Scott Johnson,32.0,Female,Hr,Engineer,Master,Single,14729.0,3,Yes,2,Yes,,
5257,Drew Lee,54.0,Male,Sales,Manager,High School,Single,7369.0,3,No,5,No,,2018-04-01
9297,Justin Benton,30.0,Female,Hr,Analyst,High School,Married,6288.0,7,Yes,4,Yes,2020-09-08,
9130,Spencer Watson,37.0,Female,R&D,Analyst,Bachelor,Married,8156.0,3,No,1,No,,2027-12-21
2411,Michael Johnson,51.0,Female,Finance,Manager,Bachelor,Single,6617.0,1,Yes,3,Yes,2024-07-03,
2448,Susan Kennedy,49.0,Male,Finance,Analyst,Phd,Divorced,12374.0,12,No,1,No,,
4147,Julia Hendricks,29.0,Female,R&D,Technician,Bachelor,Divorced,14280.0,0,No,2,Yes,,
6245,Ralph Obrien,24.0,Female,It,Analyst,Phd,Single,2586.0,8,No,4,Yes,,
4511,Julie Olson,40.0,Female,It,Executive,High School,Divorced,4500.0,6,Yes,1,Yes,,
8147,Kathleen Spears,22.0,Male,Hr,Executive,Bachelor,Married,6768.0,6,No,4,Yes,,
3254,Raymond Diaz,47.0,Male,It,Consultant,High School,Married,12734.0,6,Yes,5,Yes,,
1567,Jason Clark,49.0,Male,Finance,Consultant,Phd,Divorced,6235.0,10,Yes,1,Yes,2016-12-07,
6246,Thomas Coleman,52.0,Female,Unknown,Analyst,Master,Married,13378.0,13,Yes,5,No,2012-12-02,
8632,William Blake,31.0,Female,It,Engineer,Bachelor,Divorced,6366.0,9,No,4,Yes,,
6198,Stephanie Singh,25.0,Male,R&D,Manager,Master,Married,6312.0,7,Yes,4,No,,2027-12-28
4939,Theresa Knight,51.0,Male,R&D,Executive,Bachelor,Single,14321.0,12,No,5,No,,
8282,Matthew Henry,26.0,Male,Sales,Executive,Phd,Single,3573.0,0,Yes,2,No,,
4678,Nicholas Black,50.0,Male,Hr,Executive,Master,Single,10857.0,14,No,2,No,,
5453,Jo Cardenas,40.0,Male,R&D,Analyst,Bachelor,Single,4147.0,12,Yes,5,Yes,,
5110,Mr. Larry Jacobson MD,54.0,Male,R&D,Analyst,Phd,Married,5824.0,13,No,1,Yes,,2027-01-14
8468,Parker Graves,30.0,Male,R&D,Technician,Bachelor,Single,6393.0,5,No,5,Yes,,
7938,Dr. Margaret Pena,34.0,Female,Hr,Executive,High School,Divorced,3031.0,12,Yes,5,Yes,,
6925,Ricardo Shepard,27.0,Male,Unknown,Engineer,High School,Single,9897.0,4,Yes,2,Yes,,2017-10-23
2644,Jennifer Bonilla,52.0,Female,R&D,Technician,Bachelor,Single,12727.0,12,Yes,2,Yes,2017-02-07,
3540,Jeremy Williams,23.0,Female,Hr,Engineer,Phd,Divorced,3100.0,13,Yes,3,No,,
3818,Derrick Marshall,20.0,Male,It,Executive,Master,Divorced,4127.0,2,No,5,Yes,,
4518,Cathy Wilson,39.0,Female,Sales,Engineer,Master,Single,10945.0,7,No,3,No,,
7619,Christian Werner,41.0,Female,Finance,Engineer,High School,Single,6646.0,6,Yes,5,No,,
5647,Tamara Zhang,42.0,Male,Hr,Manager,Phd,Divorced,8814.0,0,No,4,Yes,,
3429,David Kim,48.0,Female,Finance,Engineer,High School,Single,14842.0,7,No,3,No,,
7841,Jacqueline Hunt,29.0,Male,Finance,Executive,Bachelor,Divorced,4597.0,4,Yes,3,No,,
6578,Vicki Robinson,27.0,Male,R&D,Manager,Phd,Married,13808.0,8,No,5,No,2017-05-06,
2906,John Hernandez,41.0,Female,Finance,Executive,High School,Single,12407.0,9,Yes,2,Yes,,2030-06-15
2643,Margaret Wade,56.0,Male,Finance,Technician,Phd,Married,9641.0,0,No,5,Yes,2013-03-07,
4382,Mr. Johnathan Patterson MD,29.0,Female,R&D,Engineer,High School,Single,14183.0,0,No,2,Yes,2011-12-02,
1388,Michelle Park,20.0,Male,It,Manager,High School,Single,8814.0,1,No,2,Yes,,
2695,Stephen Blevins,57.0,Male,Sales,Consultant,High School,Married,7166.0,7,No,1,Yes,,2019-05-18
7397,Jacob Marquez,40.0,Female,It,Executive,Phd,Married,3853.0,6,Yes,5,No,,
7749,Joshua Wilson,26.0,Female,It,Executive,Phd,Single,6925.0,1,No,5,Yes,,2023-12-23
2841,Marc Brooks,40.0,Female,Sales,Technician,Master,Married,9146.0,0,Yes,1,No,,
6531,Dr. Leslie Day PhD,22.0,Female,Hr,Consultant,High School,Divorced,14389.0,13,No,3,No,2020-04-11,
8921,Jessica Olson,55.0,Male,Finance,Analyst,Phd,Single,12373.0,9,Yes,4,No,,
5947,Mary Fowler,54.0,Female,It,Consultant,Master,Divorced,8392.0,2,No,3,Yes,,
2650,Dylan Gibson,37.0,Male,R&D,Engineer,Phd,Single,7604.0,3,Yes,2,Yes,,
8897,Alex Santos,36.0,Female,R&D,Manager,Bachelor,Single,7091.0,5,Yes,3,Yes,,2027-01-13
4563,Jessica Wolfe,51.0,Male,Hr,Manager,Bachelor,Married,6483.0,12,No,5,No,,2032-09-14
4193,Danielle Vaughn,41.0,Male,Sales,Analyst,Phd,Divorced,8415.0,6,No,4,No,,
1062,Nicholas Huynh,28.0,Female,Finance,Manager,Phd,Married,8814.0,7,Yes,4,No,,
6283,Anthony Scott,55.0,Male,Hr,Analyst,Phd,Single,3228.0,7,Yes,1,Yes,,
9880,Jeffery Kline,46.0,Female,R&D,Executive,High School,Married,13229.0,1,Yes,5,Yes,,
3675,Adam Petersen,29.0,Male,Hr,Technician,Bachelor,Single,7112.0,1,Yes,2,Yes,,
1870,Laura Hill,52.0,Female,R&D,Executive,Bachelor,Married,8820.0,7,Yes,5,Yes,,
9392,Wendy Brooks,41.0,Female,It,Consultant,Phd,Married,8896.0,11,No,2,No,2014-11-11,
2058,Stephanie Phillips,22.0,Female,R&D,Technician,Phd,Married,9794.0,14,Yes,2,No,,
7708,Christopher Jones,20.0,Male,Hr,Analyst,Bachelor,Married,4693.0,0,Yes,3,No,,
8673,Robin Levy,54.0,Male,Finance,Manager,Bachelor,Single,13429.0,0,No,1,No,,
1469,Dennis Byrd,39.0,Male,Sales,Analyst,Master,Married,7929.0,7,No,4,No,,2024-05-17
6401,Elaine Crawford,43.0,Female,It,Consultant,Bachelor,Single,2864.0,13,Yes,3,Yes,,
2239,Antonio Perez,20.0,Male,It,Analyst,Bachelor,Single,4448.0,9,No,3,No,,
7859,Donald Shelton,39.0,Female,R&D,Manager,Phd,Divorced,8814.0,9,No,4,Yes,,2033-09-28
9923,Pamela Anderson,46.0,Male,Finance,Manager,Bachelor,Married,8814.0,14,Yes,3,Yes,,2028-02-05
6816,Kellie Murray,55.0,Female,R&D,Technician,Master,Single,6500.0,10,No,3,No,,2027-06-18
9896,Taylor Romero,23.0,Male,Hr,Executive,Master,Single,9064.0,6,Yes,5,Yes,2012-06-10,2018-10-06
7250,Adrian Barnes,22.0,Male,Hr,Technician,High School,Married,8531.0,5,No,3,No,,
7111,Joshua Houston,23.0,Female,It,Consultant,Bachelor,Divorced,8126.0,7,Yes,5,Yes,,
3600,Taylor Nichols,23.0,Female,Hr,Analyst,Master,Divorced,12502.0,9,Yes,3,Yes,2014-06-03,2023-03-06
6784,Douglas Graham,38.0,Male,Sales,Manager,Master,Divorced,10456.0,1,No,5,No,,
6451,Paul Woods,42.0,Male,Hr,Technician,Master,Divorced,10095.0,7,Yes,3,No,,
2321,Holly Howard,51.0,Male,Sales,Engineer,High School,Divorced,13245.0,0,Yes,3,No,,
2791,Denise Nolan,47.0,Male,Sales,Executive,Master,Single,14255.0,14,Yes,5,No,2013-08-03,
2680,Tina Martin,58.0,Female,Finance,Consultant,Phd,Single,8377.0,3,Yes,2,No,2016-12-12,
5326,Carmen Kelly,48.0,Male,Hr,Engineer,Master,Married,5118.0,11,Yes,2,Yes,,
8641,Wendy Johnson,33.0,Female,Finance,Executive,Master,Divorced,8814.0,6,No,3,Yes,,
2992,Richard Wells,29.0,Male,Finance,Technician,Bachelor,Married,14177.0,9,No,4,No,,
8328,Elizabeth Jimenez,52.0,Male,It,Analyst,High School,Divorced,13427.0,0,No,5,Yes,,
9963,Taylor White,29.0,Male,R&D,Analyst,Bachelor,Single,3606.0,6,Yes,3,No,,
9031,Alyssa Silva,52.0,Female,Sales,Manager,High School,Divorced,8814.0,11,Yes,1,No,,
9553,Angela Wright,45.0,Female,R&D,Executive,Phd,Divorced,8805.0,4,No,5,No,,
8152,Donna Jenkins,50.0,Male,R&D,Consultant,High School,Single,9115.0,11,Yes,4,Yes,,
1721,Beth Oconnor DDS,21.0,Female,Hr,Manager,Master,Divorced,4342.0,9,Yes,3,Yes,,
7159,Laura Butler,40.0,Female,Sales,Manager,Phd,Married,4499.0,13,No,1,Yes,,
7697,Donald Patterson,38.0,Female,Hr,Technician,High School,Single,14218.0,5,No,3,No,2018-01-08,
7879,Isabel Archer,49.0,Male,Sales,Manager,Phd,Married,12019.0,1,No,1,Yes,,2015-06-29
1575,Richard Howard,59.0,Female,Sales,Manager,Phd,Married,14298.0,14,Yes,1,No,,
4480,Thomas Thompson,39.0,Male,Finance,Consultant,Bachelor,Married,6201.0,0,No,3,No,,
4648,Johnny Salazar,25.0,Female,Finance,Consultant,Bachelor,Married,13910.0,0,Yes,3,Yes,,
4934,Jonathan Farmer MD,40.0,Female,Hr,Analyst,Master,Single,11708.0,8,No,4,Yes,2017-07-01,
1138,Kyle Flores,39.0,Female,Hr,Engineer,Master,Divorced,6240.0,5,No,2,No,,
5324,Michael Thomas,44.0,Female,It,Manager,Master,Married,3323.0,8,Yes,2,No,2011-09-08,
8020,Francisco Johnston,25.0,Female,Hr,Engineer,Master,Married,10044.0,5,No,4,Yes,,
5353,Holly Jackson,51.0,Female,Hr,Technician,High School,Married,9128.0,9,No,4,Yes,,2024-02-28
1782,Cindy West,45.0,Female,Sales,Consultant,Bachelor,Divorced,7476.0,11,Yes,1,No,2013-01-06,
1453,Malik Pittman,39.0,Female,R&D,Technician,High School,Divorced,12367.0,10,No,2,No,,
5473,Emma Taylor,31.0,Male,It,Manager,Phd,Divorced,13628.0,0,Yes,1,No,,
1157,Jennifer Miller,35.0,Male,Sales,Engineer,Phd,Divorced,4469.0,13,Yes,3,No,,
5745,Bradley Bentley,38.0,Male,R&D,Executive,High School,Single,6138.0,8,No,1,No,,
1641,William Farrell,42.0,Male,It,Manager,Phd,Single,2859.0,14,No,1,No,2018-11-05,
3832,Stephanie Willis,33.0,Male,Sales,Manager,Master,Married,7229.0,2,Yes,4,No,,2026-10-20
1739,Desiree Jones,52.0,Male,Hr,Engineer,High School,Single,13186.0,7,No,1,No,,2019-11-21
4436,Kevin Frank,40.0,Female,Finance,Technician,Master,Married,13017.0,11,No,1,Yes,,
8312,Mr. Paul Hernandez,52.0,Female,Hr,Executive,Bachelor,Divorced,4133.0,12,Yes,1,No,,
6469,Tony Wilson,51.0,Male,Sales,Engineer,Phd,Single,13569.0,8,Yes,4,Yes,,
9203,Susan Flores,37.0,Male,It,Engineer,Bachelor,Married,4853.0,9,Yes,5,Yes,2015-08-12,
3386,Kevin Kennedy,49.0,Female,Hr,Manager,High School,Single,7012.0,3,Yes,1,Yes,,
8811,Emily Brown,51.0,Male,Finance,Technician,Phd,Married,14782.0,4,No,5,Yes,,
6393,Betty Clark,32.0,Male,Hr,Technician,Phd,Divorced,8856.0,0,No,5,No,,
4049,Carolyn Wolf DVM,33.0,Male,Hr,Manager,Master,Divorced,8615.0,8,Yes,2,Yes,,2022-04-16
5961,Steve Cline,58.0,Male,Finance,Manager,Bachelor,Single,8814.0,9,No,2,No,2022-10-09,2031-09-10
3973,Alan Gross,33.0,Female,Hr,Technician,Master,Single,9852.0,10,Yes,4,No,,
8890,Eric Fisher,43.0,Male,Finance,Consultant,Master,Married,10504.0,5,No,4,No,,
2433,Ashley Reed,27.0,Male,It,Analyst,Bachelor,Divorced,12491.0,6,Yes,2,Yes,,
7710,William Chung,41.0,Male,Hr,Consultant,Bachelor,Single,2665.0,2,Yes,3,Yes,2014-09-02,
3486,Elizabeth Ross,24.0,Female,It,Engineer,Master,Married,9830.0,14,No,1,No,2011-10-05,
2226,Paula Thomas,57.0,Male,It,Technician,Phd,Married,5762.0,10,No,1,No,,
6054,Charles Simpson,58.0,Female,Sales,Executive,High School,Divorced,4794.0,13,No,3,No,,
4420,Daniel Lambert,58.0,Male,Sales,Manager,Phd,Married,7431.0,10,Yes,1,No,,2024-06-20
3947,Heather Burgess,34.0,Male,Finance,Manager,High School,Married,8594.0,14,No,3,Yes,,
9133,Bonnie Horton,40.0,Female,It,Analyst,Bachelor,Married,13681.0,12,No,1,No,,
6989,Samantha Gutierrez,42.0,Female,R&D,Engineer,Master,Single,2666.0,14,No,3,No,,2028-03-18
9527,Leslie Schroeder,44.0,Male,Hr,Consultant,Phd,Single,3269.0,8,Yes,1,No,2021-01-11,
2991,Marissa Friedman,53.0,Female,Hr,Executive,Master,Married,8118.0,1,Yes,4,Yes,,
1654,James White DDS,29.0,Male,Sales,Executive,Phd,Single,8814.0,6,No,1,Yes,2016-10-07,2022-07-10
9365,Hunter Cox,23.0,Female,R&D,Technician,Bachelor,Divorced,8179.0,0,Yes,3,No,2022-05-12,
3663,Cameron Shea,30.0,Male,R&D,Analyst,High School,Married,7756.0,7,No,4,No,,2031-03-15
2198,Randall Roach,31.0,Female,It,Manager,High School,Single,12441.0,7,Yes,3,No,,
8655,Rachel Patton,27.0,Female,Finance,Technician,Master,Married,9968.0,0,Yes,1,No,,2020-10-19
6739,Timothy Moore,59.0,Male,Sales,Engineer,Bachelor,Divorced,11055.0,3,No,4,Yes,,2024-04-21
7411,Keith Savage,26.0,Female,Finance,Technician,Master,Married,9970.0,2,No,4,Yes,,
1334,Tyler Harris,49.0,Female,Sales,Technician,High School,Married,11810.0,2,No,2,No,,2021-04-16
7074,Miranda Harper,28.0,Female,R&D,Executive,Master,Divorced,8814.0,13,Yes,4,Yes,,
4633,Zachary Hudson,33.0,Male,Hr,Executive,Bachelor,Married,13488.0,6,No,4,Yes,,
4052,Ronald Lawrence,29.0,Female,Hr,Executive,High School,Divorced,6956.0,1,No,5,Yes,2019-11-01,
9289,Shannon Walker,57.0,Male,Sales,Manager,Bachelor,Single,14386.0,9,Yes,3,No,,
1954,Andrew Frye,36.0,Male,R&D,Consultant,High School,Married,14543.0,5,No,2,No,,
5293,Cynthia Branch,39.0,Male,It,Consultant,High School,Married,13200.0,0,No,2,Yes,,
7712,Emily Porter,57.0,Female,R&D,Engineer,Master,Divorced,8528.0,5,No,1,No,,2022-08-17
5268,Olivia Morrow,59.0,Female,It,Executive,Phd,Married,12750.0,10,No,4,No,,
3000,Pamela Barnes,48.0,Male,Sales,Technician,High School,Married,14068.0,13,No,1,Yes,,
5825,James Cobb,28.0,Female,Hr,Technician,High School,Married,10934.0,6,Yes,1,Yes,,
3125,Terry Hicks,40.0,Female,Sales,Consultant,Bachelor,Divorced,2749.0,6,Yes,5,No,,
8040,Matthew Washington,48.0,Female,Sales,Technician,High School,Married,10019.0,7,No,4,No,,
6364,Seth Burgess,27.0,Female,R&D,Consultant,High School,Divorced,10438.0,2,Yes,5,No,,
2774,Katherine Rodriguez,50.0,Female,R&D,Technician,Master,Married,3257.0,1,Yes,2,No,,
5784,Sharon Hall,48.0,Male,It,Manager,Phd,Divorced,2701.0,13,Yes,3,Yes,,
3213,Matthew West,56.0,Female,Hr,Manager,Master,Divorced,6136.0,6,No,1,No,,
6009,John Mullins,29.0,Female,Finance,Consultant,Bachelor,Single,10111.0,12,No,1,Yes,2020-07-12,2032-12-07
7417,Christopher Lee,35.0,Male,R&D,Engineer,Bachelor,Single,11633.0,3,No,5,No,2018-06-11,
3934,Mary Ramirez,32.0,Female,Finance,Technician,High School,Single,3500.0,1,No,4,No,,2012-09-01
3285,Amanda Johnson,30.0,Female,It,Manager,Bachelor,Divorced,6291.0,2,No,3,No,,
4333,Robin Thomas,38.0,Male,It,Manager,Phd,Single,11869.0,0,Yes,3,Yes,2024-08-12,
5353,Holly Jackson,40.0,Female,Hr,Technician,High School,Married,9128.0,9,No,4,Yes,,2024-02-28
7351,Alex Gibson,58.0,Male,Sales,Technician,Bachelor,Divorced,7842.0,12,No,2,No,,
4942,Justin Costa,52.0,Female,It,Technician,Master,Single,8636.0,3,No,1,No,,2022-04-09
